,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,city,age,age_since_reno
1548,2014-06-09 ,352750.0,2.0,1.75,1060,1241,2.0,3,960,100,Seattle,12,0
1549,2014-06-09 ,403950.0,2.0,1.0,710,1136,2.0,4,710,0,Seattle,77,0
1550,2014-06-09 ,980000.0,4.0,2.5,2730,4800,1.5,5,2230,500,Seattle,111,32
1551,2014-06-09 ,554000.0,3.0,1.75,1760,10780,1.0,3,1760,0,Bellevue,43,16
1552,2014-06-09 ,546000.0,3.0,2.5,1530,3464,2.0,3,1530,0,Bellevue,22,14
1553,2014-06-09 ,428000.0,3.0,2.0,1310,2550,1.0,3,780,530,Seattle,34,0
1554,2014-06-09 ,364900.0,3.0,3.0,2500,8304,2.0,3,2500,0,Kent,23,0
1555,2014-06-09 ,559000.0,3.0,1.5,2070,5386,1.0,4,1140,930,Seattle,72,0
1556,2014-06-09 ,213000.0,4.0,1.75,1980,9000,1.0,2,1480,500,Federal Way,42,0
1557,2014-06-09 ,620000.0,3.0,2.5,2590,7237,2.0,3,2590,0,Seattle,16,17
1558,2014-06-09 ,240000.0,4.0,1.0,1910,16320,1.5,3,1910,0,Seattle,86,42
1559,2014-06-09 ,852500.0,3.0,2.5,2630,10100,1.0,4,1580,1050,Bellevue,53,0
1560,2014-06-09 ,410000.0,3.0,2.5,1960,4400,2.0,3,1960,0,Snoqualmie,14,0
1561,2014-06-09 ,625000.0,3.0,1.75,2210,16200,1.0,3,1390,820,Bellevue,62,16
1562,2014-06-09 ,235000.0,3.0,1.0,1590,13000,1.5,3,1590,0,Burien,76,0
1563,2014-06-09 ,489000.0,3.0,3.5,1500,1249,2.0,3,1240,260,Seattle,16,17
1564,2014-06-09 ,536000.0,3.0,2.5,1900,6224,2.0,3,1900,0,Sammamish,15,0
1565,2014-06-09 ,398000.0,3.0,2.5,1720,1715,2.0,3,1240,480,Seattle,16,17
1566,2014-06-09 ,379000.0,4.0,1.5,2020,7560,1.0,4,2020,0,Renton,60,19
1567,2014-06-09 ,345000.0,2.0,1.5,1340,1210,2.0,3,1120,220,Seattle,12,0
1568,2014-06-09 ,365000.0,3.0,2.5,1800,2700,2.0,3,1800,0,Seattle,9,0
1569,2014-06-09 ,315000.0,3.0,2.5,1480,1590,2.0,3,1150,330,Seattle,10,0
1570,2014-06-10 ,571000.0,4.0,2.0,2750,7807,1.5,5,2250,500,Seattle,104,0
1571,2014-06-10 ,695000.0,3.0,2.75,2540,4694,2.0,3,2540,0,Sammamish,15,0
1572,2014-06-10 ,315000.0,4.0,2.5,1930,9643,2.0,4,1930,0,Kent,28,0
1573,2014-06-10 ,420000.0,2.0,1.0,860,3880,1.0,4,860,0,Seattle,104,0
1574,2014-06-10 ,310000.0,3.0,1.75,1420,7650,1.0,4,1100,320,Renton,36,0
1575,2014-06-10 ,700000.0,3.0,2.0,2080,3880,1.0,5,1160,920,Seattle,66,0
1576,2014-06-10 ,269000.0,3.0,2.5,1560,4200,2.0,3,1560,0,Maple Valley,17,0
1577,2014-06-10 ,369990.0,4.0,2.5,1960,7133,2.0,3,1960,0,Renton,18,0
1578,2014-06-10 ,800000.0,3.0,2.25,1620,4500,2.0,4,1620,0,Seattle,94,27
1579,2014-06-10 ,440000.0,3.0,1.5,1290,1286,3.0,3,1290,0,Seattle,20,0
1580,2014-06-10 ,435000.0,5.0,2.25,1970,15247,1.0,3,1450,520,Fall City,34,0
1581,2014-06-10 ,345000.0,3.0,1.75,1540,6909,1.0,4,920,620,Shoreline,65,11
1582,2014-06-10 ,558000.0,4.0,2.0,2180,3870,1.0,3,1020,1160,Seattle,120,15
1583,2014-06-10 ,490000.0,3.0,2.0,2220,10275,2.0,3,1640,580,Issaquah,40,0
1584,2014-06-10 ,335000.0,3.0,1.75,2430,9133,1.0,4,1410,1020,Renton,42,20
1585,2014-06-10 ,417500.0,4.0,1.0,1390,10800,1.5,4,1390,0,Seattle,79,22
1586,2014-06-10 ,253000.0,3.0,1.75,2040,7281,1.0,3,1020,1020,Tukwila,58,17
1587,2014-06-10 ,490000.0,4.0,2.5,3020,8302,2.0,4,3020,0,Covington,26,0
1588,2014-06-10 ,470000.0,3.0,1.75,2290,14800,1.0,3,1620,670,Lake Forest Park,55,27
1589,2014-06-10 ,483300.0,4.0,2.0,1210,11100,1.0,4,1210,0,Bellevue,65,11
1590,2014-06-10 ,659000.0,3.0,2.5,2510,6320,2.0,3,2510,0,Sammamish,24,0
1591,2014-06-10 ,480000.0,4.0,1.75,2320,4322,1.0,3,1140,1180,Seattle,110,14
1592,2014-06-10 ,165000.0,3.0,1.0,970,6600,1.0,3,970,0,Burien,55,27
1593,2014-06-10 ,659500.0,3.0,1.75,1820,5500,1.0,4,1620,200,Seattle,63,19
1594,2014-06-10 ,219900.0,3.0,1.0,970,7742,1.0,4,970,0,Federal Way,53,0
1595,2014-06-10 ,315000.0,2.0,1.0,1740,3622,1.0,4,950,790,Seattle,96,0
1596,2014-06-10 ,250000.0,3.0,1.75,1590,7560,1.0,3,1130,460,Kent,36,0
1597,2014-06-10 ,268000.0,2.0,1.0,1380,5000,1.0,3,870,510,Seattle,77,18
1598,2014-06-10 ,380000.0,4.0,1.5,1680,11123,1.0,3,1130,550,Shoreline,61,31
1599,2014-06-10 ,499000.0,2.0,1.0,1220,3000,1.0,3,920,300,Seattle,94,17
1600,2014-06-10 ,285000.0,2.0,2.0,1651,18200,1.0,3,1651,0,Vashon,74,0
1601,2014-06-10 ,183000.0,3.0,1.75,1330,9200,1.0,4,1330,0,Auburn,47,0
1602,2014-06-10 ,1070000.0,3.0,3.0,2940,4622,2.0,4,2230,710,Seattle,32,0
1603,2014-06-10 ,429000.0,3.0,3.25,1410,1246,3.0,3,1410,0,Seattle,15,0
1604,2014-06-10 ,403000.0,2.0,1.0,1100,3598,1.0,4,1100,0,Seattle,94,27
1605,2014-06-10 ,375500.0,3.0,1.5,1530,7200,1.0,3,1530,0,Lake Forest Park,45,0
1606,2014-06-10 ,385000.0,4.0,1.75,1720,8750,1.0,3,860,860,Kirkland,49,0
1607,2014-06-10 ,515000.0,3.0,2.5,1800,5001,2.0,3,1800,0,Kirkland,24,0
1608,2014-06-10 ,375000.0,4.0,2.5,2210,9427,2.0,3,2210,0,Burien,21,0
1609,2014-06-10 ,650000.0,4.0,2.25,2560,9731,2.0,4,2560,0,Kirkland,47,0
1610,2014-06-10 ,306888.0,2.0,1.5,1010,7719,2.0,3,1010,0,Renton,39,7
1611,2014-06-10 ,310000.0,4.0,1.0,1740,11075,1.5,3,1740,0,Shoreline,55,27
1612,2014-06-10 ,251750.0,3.0,2.0,1320,7200,1.0,5,1320,0,Kent,45,0
1613,2014-06-10 ,366000.0,3.0,1.75,1520,8625,1.0,3,1520,0,Bothell,44,0
1614,2014-06-10 ,429950.0,3.0,1.5,2010,9480,1.0,3,1570,440,Seattle,69,26
1615,2014-06-10 ,710000.0,3.0,3.5,2440,3427,2.0,3,1990,450,Bellevue,20,0
1616,2014-06-10 ,149500.0,3.0,1.0,1010,9450,1.0,4,1010,0,Des Moines,61,0
1617,2014-06-10 ,310000.0,3.0,2.5,1780,6771,1.0,3,1230,550,Seattle,30,11
1618,2014-06-10 ,745000.0,4.0,3.25,3490,7024,2.0,3,3490,0,Sammamish,14,0
1619,2014-06-10 ,433000.0,3.0,1.75,1870,7189,1.0,3,1270,600,Seattle,61,31
1620,2014-06-10 ,307000.0,4.0,1.0,1150,8184,1.5,3,1150,0,Shoreline,73,8
1621,2014-06-10 ,655275.0,3.0,1.75,2050,11856,1.0,3,1460,590,Bellevue,58,17
1622,2014-06-10 ,392000.0,4.0,2.75,1940,6555,2.0,3,1940,0,Maple Valley,30,11
1623,2014-06-10 ,359950.0,3.0,1.75,1890,9100,2.0,4,1890,0,Shoreline,68,0
1624,2014-06-10 ,360000.0,4.0,2.0,1630,10375,1.0,5,1630,0,Woodinville,52,0
1625,2014-06-10 ,566000.0,4.0,1.75,2440,5000,1.0,3,1340,1100,Seattle,66,15
1626,2014-06-10 ,415000.0,3.0,2.5,2090,6045,2.0,3,2090,0,Renton,20,0
1627,2014-06-10 ,199500.0,3.0,1.0,920,9812,1.0,4,920,0,Auburn,58,0
1628,2014-06-10 ,749000.0,3.0,1.0,1580,5000,1.5,3,1580,0,Seattle,94,17
1629,2014-06-10 ,680000.0,3.0,1.75,1760,8400,1.0,4,1460,300,Seattle,60,19
1630,2014-06-10 ,400000.0,4.0,2.5,2530,7563,1.0,3,1440,1090,Bothell,42,0
1631,2014-06-10 ,608000.0,4.0,2.75,2490,9714,1.0,4,1400,1090,Bothell,37,0
1632,2014-06-10 ,1059500.0,5.0,3.25,3230,3825,2.0,3,2480,750,Seattle,6,0
1633,2014-06-10 ,695000.0,4.0,3.5,3510,9364,2.0,3,3510,0,Snoqualmie,19,0
1634,2014-06-10 ,499950.0,2.0,2.25,1060,1208,2.0,3,940,120,Seattle,15,0
1635,2014-06-10 ,303210.0,4.0,2.5,2009,5000,2.0,3,2009,0,Auburn,6,0
1636,2014-06-10 ,525000.0,5.0,2.75,2880,8364,2.0,3,2880,0,Renton,14,0
1637,2014-06-10 ,399950.0,2.0,1.0,710,1157,2.0,4,710,0,Seattle,77,0
1638,2014-06-11 ,850830.0,3.0,2.5,2070,13241,1.5,5,1270,800,Seattle,110,0
1639,2014-06-11 ,371500.0,3.0,2.0,1370,8336,1.0,5,1370,0,Shoreline,56,0
1640,2014-06-11 ,522000.0,3.0,1.75,1730,8400,1.0,4,1400,330,Redmond,40,0
1641,2014-06-11 ,588000.0,4.0,2.0,1680,5000,1.0,3,980,700,Seattle,70,15
1642,2014-06-11 ,248000.0,5.0,1.5,1510,9078,1.0,4,1510,0,SeaTac,61,0
1643,2014-06-11 ,280000.0,3.0,2.5,1860,6607,2.0,3,1860,0,Federal Way,31,0
1644,2014-06-11 ,290300.0,2.0,1.0,860,3874,1.0,4,860,0,Renton,89,0
1645,2014-06-11 ,527000.0,2.0,1.75,1640,4080,1.0,3,840,800,Seattle,99,20
1646,2014-06-11 ,487028.0,2.0,1.5,1295,1093,2.0,3,1105,190,Seattle,13,0
1647,2014-06-11 ,799000.0,3.0,1.5,2210,6300,1.5,5,2210,0,Seattle,104,0
1648,2014-06-11 ,354000.0,3.0,1.0,940,10368,1.0,3,940,0,Redmond,55,27
1649,2014-06-11 ,262500.0,3.0,1.5,1160,8906,1.0,3,1160,0,Seattle,58,17
1650,2014-06-11 ,560200.0,3.0,2.5,1990,3984,2.0,3,1990,0,Sammamish,16,17
1651,2014-06-11 ,220000.0,3.0,1.0,1050,6300,1.0,3,1050,0,Seattle,78,21
1652,2014-06-11 ,435000.0,3.0,2.5,1420,2581,3.0,3,1420,0,Seattle,16,17
1653,2014-06-11 ,200000.0,2.0,1.0,700,4700,1.0,5,700,0,Renton,67,0
1654,2014-06-11 ,295000.0,5.0,3.5,2100,5107,2.0,3,1410,690,Seattle,21,0
1655,2014-06-11 ,515000.0,3.0,2.5,3370,19585,2.0,3,3200,170,Shoreline,69,26
1656,2014-06-11 ,285000.0,3.0,2.5,1870,4060,2.0,3,1870,0,Kent,15,0
1657,2014-06-11 ,290000.0,3.0,1.75,1520,15090,1.0,4,1520,0,Maple Valley,52,0
1658,2014-06-11 ,381000.0,3.0,1.5,1460,11407,1.0,3,1460,0,Lake Forest Park,66,15
1659,2014-06-11 ,571000.0,3.0,2.5,2600,7465,2.0,3,2600,0,Bothell,32,20
1660,2014-06-11 ,852600.0,4.0,2.5,3320,11901,2.0,5,2650,670,Bellevue,43,0
1661,2014-06-11 ,1085000.0,5.0,2.5,2340,6000,2.0,4,2340,0,Seattle,98,0
1662,2014-06-11 ,371000.0,3.0,1.0,890,7200,1.0,3,890,0,Seattle,69,26
1663,2014-06-11 ,386000.0,3.0,1.5,1270,1318,2.0,3,1080,190,Seattle,16,17
1664,2014-06-11 ,464000.0,4.0,2.5,2180,7203,2.0,4,2180,0,Renton,31,0
1665,2014-06-11 ,335000.0,4.0,2.25,2030,13500,1.0,3,1230,800,Renton,57,12
1666,2014-06-11 ,465000.0,4.0,1.75,1470,5350,1.0,3,980,490,Seattle,65,15
1667,2014-06-11 ,700000.0,3.0,2.75,2500,7378,1.0,5,1390,1110,Seattle,72,35
1668,2014-06-11 ,350000.0,3.0,3.25,1460,1592,2.0,3,1130,330,Seattle,14,0
1669,2014-06-11 ,530000.0,3.0,1.75,1550,3680,1.0,3,1050,500,Seattle,93,9
1670,2014-06-11 ,349000.0,3.0,2.5,1430,1002,3.0,3,1430,0,Seattle,18,0
1671,2014-06-11 ,240000.0,3.0,1.5,1360,9760,1.5,5,1360,0,North Bend,36,0
1672,2014-06-11 ,330000.0,3.0,2.5,2210,7557,2.0,3,2210,0,Federal Way,31,0
1673,2014-06-11 ,735000.0,4.0,1.75,2460,5100,1.5,5,1450,1010,Seattle,111,32
1674,2014-06-11 ,545000.0,3.0,2.5,2180,15693,1.0,4,1850,330,Sammamish,41,0
1675,2014-06-11 ,214950.0,3.0,1.75,1570,4875,1.0,4,1310,260,Covington,43,0
1676,2014-06-11 ,476000.0,3.0,1.0,1140,5500,1.5,4,1140,0,Seattle,112,0
1677,2014-06-11 ,110000.0,2.0,1.0,800,15000,1.0,3,800,0,Seattle,93,9
1678,2014-06-11 ,292000.0,4.0,2.75,2414,7693,2.0,3,2414,0,Auburn,14,0
1679,2014-06-11 ,317000.0,3.0,1.0,1160,8813,1.0,3,1160,0,Seattle,68,12
1680,2014-06-11 ,460000.0,3.0,2.0,2060,4437,1.0,3,1030,1030,Seattle,91,0
1681,2014-06-11 ,405000.0,3.0,2.0,1640,7201,1.0,3,1640,0,Seattle,72,26
1682,2014-06-11 ,333000.0,2.0,1.0,720,6686,1.0,3,720,0,Seattle,78,21
1683,2014-06-11 ,742000.0,4.0,2.5,2810,10986,2.0,3,2810,0,Sammamish,23,0
1684,2014-06-11 ,465000.0,4.0,2.5,2090,9702,1.0,5,1320,770,Shoreline,55,0
1685,2014-06-11 ,809950.0,4.0,2.5,3280,6181,2.0,3,3280,0,Sammamish,19,0
1686,2014-06-11 ,619400.0,4.0,2.0,2090,3610,1.5,5,1790,300,Seattle,93,0
1687,2014-06-11 ,234000.0,3.0,2.0,1640,5280,1.5,5,1640,0,Auburn,110,0
1688,2014-06-11 ,308900.0,3.0,2.5,2250,7294,2.0,3,2250,0,Auburn,26,0
1689,2014-06-11 ,450000.0,4.0,2.5,2300,19250,1.0,4,2300,0,North Bend,65,11
1690,2014-06-11 ,547500.0,3.0,3.5,1650,2262,3.0,3,1650,0,Seattle,10,0
1691,2014-06-11 ,399950.0,2.0,1.0,710,1131,2.0,4,710,0,Seattle,77,0
1692,2014-06-11 ,516000.0,4.0,3.5,2550,8698,2.0,3,2550,0,Snoqualmie,13,0
1693,2014-06-11 ,250000.0,2.0,1.5,982,846,2.0,3,806,176,Seattle,14,0
1694,2014-06-11 ,475000.0,3.0,2.25,1630,2520,2.0,3,1630,0,Issaquah,15,0
1695,2014-06-11 ,415000.0,4.0,2.5,2550,4500,2.0,3,2550,0,Renton,11,0
1696,2014-06-11 ,545000.0,2.0,1.25,1240,2150,2.0,3,1240,0,Seattle,6,0
1697,2014-06-12 ,610750.0,4.0,2.25,2180,7297,2.0,3,2180,0,Sammamish,36,0
1698,2014-06-12 ,465250.0,5.0,2.0,1940,7642,1.5,3,1940,0,Shoreline,63,20
1699,2014-06-12 ,315000.0,2.0,1.0,970,5665,1.0,4,970,0,Seattle,112,0
1700,2014-06-12 ,789500.0,4.0,2.5,3010,6100,2.0,3,3010,0,Redmond,15,0
1701,2014-06-12 ,342500.0,3.0,2.0,2080,11375,1.0,3,2080,0,Enumclaw,18,0
1702,2014-06-12 ,860000.0,4.0,3.25,3960,7012,2.0,3,3960,0,Sammamish,15,0
1703,2014-06-12 ,306000.0,4.0,2.5,2490,8124,2.0,3,2490,0,Auburn,19,0
1704,2014-06-12 ,580000.0,5.0,2.0,2060,6000,2.0,3,2060,0,Seattle,117,15
1705,2014-06-12 ,405000.0,3.0,1.0,1330,15678,1.0,3,900,430,Sammamish,36,0
1706,2014-06-12 ,510000.0,3.0,1.75,1600,19200,1.0,4,1600,0,Kirkland,53,0
1707,2014-06-12 ,173000.0,2.0,1.0,820,10450,1.0,4,820,0,Renton,55,0
1708,2014-06-12 ,210000.0,4.0,1.75,1200,7680,1.0,3,1200,0,Auburn,52,23
1709,2014-06-12 ,445000.0,3.0,1.0,1050,5664,1.0,4,910,140,Seattle,73,32
1710,2014-06-12 ,585000.0,3.0,2.5,1910,1501,2.5,3,1530,380,Seattle,13,0
1711,2014-06-12 ,381000.0,3.0,1.75,1800,6000,1.0,5,900,900,Shoreline,70,0
1712,2014-06-12 ,890000.0,3.0,2.25,2060,8640,1.0,4,2060,0,Kirkland,54,0
1713,2014-06-12 ,235000.0,3.0,1.75,1840,9697,1.0,4,1500,340,Kent,35,0
1714,2014-06-12 ,350000.0,4.0,2.25,2300,4600,1.5,4,1340,960,Seattle,116,0
1715,2014-06-12 ,599000.0,5.0,2.75,2820,4608,1.0,3,1450,1370,Seattle,53,9
1716,2014-06-12 ,210000.0,4.0,1.5,1130,7840,1.0,4,1130,0,Federal Way,50,0
1717,2014-06-12 ,545000.0,3.0,1.0,1510,5000,1.5,3,1510,0,Seattle,111,16
1718,2014-06-12 ,299995.0,3.0,2.5,1970,7500,2.0,3,1970,0,Auburn,32,20
1719,2014-06-12 ,440000.0,3.0,1.0,1210,5750,1.5,4,1210,0,Seattle,110,0
1720,2014-06-12 ,445000.0,5.0,1.75,2460,6846,1.5,5,1340,1120,Seattle,109,36
1721,2014-06-12 ,397990.0,3.0,1.0,1180,11862,1.0,4,1180,0,Seattle,72,0
1722,2014-06-12 ,706000.0,3.0,2.75,1900,6400,1.0,5,1410,490,Seattle,78,0
1723,2014-06-12 ,363000.0,3.0,3.25,1651,1779,2.0,3,1341,310,Seattle,12,0
1724,2014-06-12 ,850000.0,4.0,2.25,2130,11843,2.0,4,2130,0,Mercer Island,48,0
1725,2014-06-12 ,620000.0,2.0,1.0,1430,3000,1.5,3,1300,130,Seattle,91,0
1726,2014-06-12 ,333000.0,4.0,2.5,1910,9244,1.0,4,1910,0,Renton,57,0
1727,2014-06-12 ,743000.0,3.0,1.75,2110,11250,1.0,4,2110,0,Mercer Island,59,19
1728,2014-06-12 ,448000.0,2.0,1.5,1630,3780,1.0,4,890,740,Seattle,80,19
1729,2014-06-12 ,498500.0,5.0,2.75,2990,7420,2.0,3,2990,0,Renton,24,0
1730,2014-06-12 ,531000.0,3.0,2.5,2120,9736,2.0,3,2120,0,Bothell,32,20
1731,2014-06-12 ,310000.0,5.0,3.0,1880,5000,1.0,3,1100,780,Seattle,23,0
1732,2014-06-12 ,495000.0,4.0,2.5,2140,7245,2.0,3,2140,0,Seattle,17,0
1733,2014-06-12 ,495000.0,3.0,2.0,1769,9300,1.0,4,1769,0,Normandy Park,65,11
1734,2014-06-12 ,440000.0,3.0,1.0,1710,6556,1.5,4,1200,510,Seattle,94,27
1735,2014-06-12 ,1034500.0,4.0,2.5,2370,10858,2.0,3,2370,0,Bellevue,17,0
1736,2014-06-12 ,248000.0,4.0,2.5,1770,5855,2.0,3,1770,0,Maple Valley,17,0
1737,2014-06-12 ,294000.0,4.0,2.5,2210,8465,1.0,3,1490,720,Auburn,30,11
1738,2014-06-12 ,561000.0,3.0,2.25,1710,4140,2.0,3,1710,0,Issaquah,16,17
1739,2014-06-12 ,656500.0,4.0,2.0,2710,4750,1.0,4,1460,1250,Seattle,101,35
1740,2014-06-12 ,660000.0,3.0,3.0,2340,2970,2.0,5,2160,180,Seattle,95,0
1741,2014-06-12 ,370000.0,2.0,1.0,1220,17172,1.0,4,1220,0,Kirkland,73,32
1742,2014-06-12 ,223000.0,2.0,1.0,910,9869,1.0,3,910,0,Renton,63,20
1743,2014-06-12 ,560000.0,4.0,1.75,1880,3880,1.5,4,1090,790,Seattle,76,0
1744,2014-06-12 ,594000.0,4.0,1.75,1870,5200,2.0,4,1200,670,Seattle,83,0
1745,2014-06-12 ,315000.0,3.0,2.5,1880,7000,2.0,3,1880,0,Kent,27,0
1746,2014-06-12 ,430000.0,4.0,1.75,1890,6000,1.0,4,1110,780,Seattle,73,32
1747,2014-06-12 ,440000.0,3.0,2.75,1560,7392,1.0,5,1030,530,Kirkland,48,0
1748,2014-06-12 ,312500.0,2.0,1.5,1070,1200,2.0,3,1070,0,Seattle,21,0
1749,2014-06-12 ,300000.0,3.0,3.25,1470,1235,2.0,3,1180,290,Seattle,12,0
1750,2014-06-12 ,680000.0,3.0,2.5,2570,3600,2.5,3,2570,0,Issaquah,13,0
1751,2014-06-12 ,336750.0,2.0,2.25,1170,1011,2.0,3,1170,0,Issaquah,11,0
1752,2014-06-13 ,822500.0,5.0,3.5,2320,4960,2.0,5,1720,600,Seattle,94,0
1753,2014-06-13 ,589000.0,4.0,3.0,2440,9600,2.0,5,2440,0,Kirkland,59,0
1754,2014-06-13 ,210000.0,2.0,1.75,1440,5680,1.0,4,1440,0,Des Moines,42,20
1755,2014-06-13 ,206135.0,3.0,1.0,1340,11070,1.0,4,1340,0,Kent,42,20
1756,2014-06-13 ,285000.0,3.0,1.75,1840,8601,1.0,3,920,920,Seattle,115,6
1757,2014-06-13 ,230000.0,2.0,1.0,930,7550,1.0,3,930,0,SeaTac,34,0
1758,2014-06-13 ,350000.0,3.0,1.75,1820,9545,1.0,3,1230,590,Lake Forest Park,44,0
1759,2014-06-13 ,304000.0,3.0,1.0,1280,8184,1.5,4,1280,0,Shoreline,73,32
1760,2014-06-13 ,370000.0,2.0,1.0,900,4600,1.0,3,900,0,Seattle,69,26
1761,2014-06-13 ,440000.0,4.0,2.25,2010,7575,1.0,3,1220,790,Kirkland,46,0
1762,2014-06-13 ,1030000.0,4.0,2.5,2750,4800,2.0,3,1960,790,Seattle,115,15
1763,2014-06-13 ,235000.0,3.0,1.75,1900,8540,1.0,3,950,950,SeaTac,40,0
1764,2014-06-13 ,499950.0,3.0,1.0,1830,3000,1.5,3,1430,400,Seattle,94,17
1765,2014-06-13 ,300000.0,4.0,2.5,2700,10814,1.0,4,1560,1140,Kent,54,0
1766,2014-06-13 ,205000.0,3.0,1.0,1290,6566,1.0,5,1290,0,Federal Way,44,0
1767,2014-06-13 ,435000.0,3.0,1.75,1500,8173,1.0,3,1500,0,Kirkland,23,0
1768,2014-06-13 ,153000.0,3.0,1.0,1270,6405,1.5,3,1270,0,Seattle,76,0
1769,2014-06-13 ,585000.0,3.0,1.0,1870,2807,1.5,4,1580,290,Seattle,93,0
1770,2014-06-13 ,380000.0,4.0,2.5,2540,6365,2.0,3,1870,670,Renton,20,0
1771,2014-06-13 ,250600.0,4.0,2.5,1930,8660,1.0,3,1120,810,Auburn,39,7
1772,2014-06-13 ,890000.0,4.0,2.25,2770,13500,2.0,3,2770,0,Mercer Island,46,0
1773,2014-06-13 ,370000.0,4.0,2.5,2220,5338,2.0,3,2220,0,Renton,19,0
1774,2014-06-13 ,369500.0,3.0,1.5,1650,9957,1.0,4,1100,550,Seattle,59,19
1775,2014-06-13 ,305000.0,3.0,1.5,1210,5240,1.0,4,610,600,Seattle,37,0
1776,2014-06-13 ,590000.0,4.0,2.5,2010,7972,2.0,4,2010,0,Issaquah,31,0
1777,2014-06-13 ,485000.0,3.0,2.5,1580,6065,2.0,3,1580,0,Issaquah,35,0
1778,2014-06-13 ,215000.0,2.0,1.0,710,7200,1.0,3,710,0,Seattle,77,18
1779,2014-06-13 ,430000.0,3.0,2.0,1910,5040,1.5,3,1910,0,Sammamish,49,0
1780,2014-06-13 ,324900.0,4.0,2.5,1880,7965,2.0,3,1880,0,Maple Valley,20,0
1781,2014-06-13 ,910000.0,5.0,2.5,2350,4000,2.0,3,2350,0,Seattle,27,0
1782,2014-06-13 ,325000.0,3.0,2.5,2070,8337,2.0,3,2070,0,Kent,23,0
1783,2014-06-13 ,513000.0,4.0,2.75,2020,7070,1.0,5,1010,1010,Seattle,62,0
1784,2014-06-13 ,475000.0,3.0,2.25,1580,12177,1.0,3,1200,380,Sammamish,39,7
1785,2014-06-13 ,419000.0,4.0,2.5,2690,7947,2.0,3,2690,0,Renton,27,0
1786,2014-06-13 ,725000.0,5.0,2.5,3210,12000,1.0,4,1830,1380,Bellevue,52,0
1787,2014-06-13 ,580000.0,3.0,2.5,2040,4627,2.0,3,2040,0,Redmond,28,0
1788,2014-06-13 ,385000.0,3.0,2.25,1920,4833,1.0,4,1060,860,Seattle,99,0
1789,2014-06-13 ,265000.0,4.0,1.75,1900,10588,1.0,5,1900,0,Auburn,62,0
1790,2014-06-13 ,330000.0,3.0,2.5,1070,1155,2.0,3,720,350,Seattle,15,0
1791,2014-06-13 ,799000.0,3.0,2.5,2860,4442,2.0,3,2860,0,Seattle,20,0
1792,2014-06-13 ,538000.0,3.0,1.0,1460,7200,1.0,3,1260,200,Seattle,114,6
1793,2014-06-13 ,530100.0,3.0,1.0,1540,3399,1.5,3,1200,340,Seattle,94,17
1794,2014-06-13 ,718500.0,3.0,2.0,2910,6600,2.0,4,1920,990,Seattle,120,32
1795,2014-06-13 ,299000.0,3.0,1.75,1180,13927,1.0,5,1180,0,Renton,58,0
1796,2014-06-13 ,556000.0,3.0,1.75,1640,7437,1.0,3,1090,550,Seattle,72,26
1797,2014-06-13 ,171000.0,4.0,2.0,1520,19672,1.0,3,1020,500,Tukwila,100,41
1798,2014-06-13 ,540000.0,5.0,3.0,3610,9775,2.0,3,3610,0,Maple Valley,17,0
1799,2014-06-13 ,795000.0,4.0,3.5,3200,3250,2.0,3,2670,530,Issaquah,13,0
1800,2014-06-13 ,575000.0,3.0,3.0,1384,1287,2.0,3,1144,240,Seattle,14,0
1801,2014-06-13 ,379500.0,3.0,2.25,1410,1287,2.0,3,1290,120,Issaquah,15,0
1802,2014-06-13 ,385000.0,4.0,2.5,2050,5276,2.0,3,2050,0,Renton,14,0
1803,2014-06-13 ,415500.0,4.0,2.5,1750,4779,2.0,3,1750,0,Kenmore,11,0
1804,2014-06-14 ,397500.0,3.0,2.0,1510,6710,1.0,3,1070,440,Kirkland,48,18
1805,2014-06-14 ,530000.0,3.0,2.5,1930,7214,2.0,3,1930,0,Seattle,15,0
1806,2014-06-14 ,850000.0,5.0,2.75,2920,11880,1.0,5,1660,1260,Issaquah,52,0
1807,2014-06-14 ,496752.0,2.0,1.0,1980,5000,1.0,4,1090,890,Seattle,97,0
1808,2014-06-14 ,330000.0,3.0,1.75,1430,8865,1.0,3,1430,0,Seattle,70,15
1809,2014-06-14 ,525000.0,4.0,2.75,2360,4924,2.0,3,2360,0,Kenmore,12,0
1810,2014-06-15 ,269950.0,3.0,2.5,1890,4838,2.0,3,1730,160,Tukwila,18,0
1811,2014-06-15 ,650000.0,3.0,1.75,2140,9484,1.0,3,1290,850,Bellevue,67,0
1812,2014-06-15 ,520500.0,3.0,2.0,1900,8100,1.0,4,950,950,Seattle,80,19
1813,2014-06-15 ,652500.0,4.0,2.5,2700,9122,2.0,3,2700,0,Issaquah,30,11
1814,2014-06-15 ,506000.0,5.0,3.0,2430,8000,1.0,4,1370,1060,Bellevue,63,19
1815,2014-06-15 ,416000.0,3.0,1.0,1110,12150,1.0,4,1110,0,Bellevue,63,19
1816,2014-06-16 ,500000.0,4.0,2.75,2280,15347,1.0,5,2280,0,Newcastle,60,0
1817,2014-06-16 ,460000.0,3.0,1.75,1550,4708,1.0,4,860,690,Seattle,71,35
1818,2014-06-16 ,371025.0,3.0,2.0,1530,8925,1.0,3,1530,0,Bothell,43,16
1819,2014-06-16 ,353500.0,4.0,2.25,1760,9602,2.0,3,1760,0,Renton,33,20
